source_id,title,product_description
phone_case_001,"FYY Leather Case with Mirror for Samsung Galaxy S8 Plus, Leather Wallet Flip Folio Case with Mirror and Wrist Strap for Samsung Galaxy S8 Plus Black","Premium PU Leather Top quality. Made with Premium PU Leather. Receiver design. Accurate cut-out for receiver. Convenient to answer the phone without opening the case. Hand strap makes it easy to carry around. RFID Technique: Radio Frequency Identification technology protects card information with RFID shielding technology. 100% Handmade. Perfect craftsmanship and reinforced stitching make it even more durable. Sleek, practical, and elegant with a variety of dashing colors. Multiple functions: card slots for photo, debit card, credit card, or ID card while on the go. Cosmetic mirror inside made for makeup and beauty. Kickstand function is convenient for movie-watching or video-chatting. Space amplification is convenient to unlock."
