order_year,order_month,product_category_name_english,payment_type_mode,orders,items,revenue,avg_ticket,delayed_rate,avg_review_score,avg_freight_to_price_ratio
2017,2,home_appliances,credit_card,7,7,855.4,122.2,0.0,4.142857142857143,0.23113532732428085
2017,2,home_appliances_2,credit_card,1,1,30.11,30.11,0.0,5.0,0.8830519074421512
2017,2,home_confort,credit_card,3,3,471.27,157.09,0.0,3.0,0.1686330207899495
2017,2,home_construction,credit_card,3,4,764.57,191.1425,0.0,5.0,0.10058233294900487
2017,2,housewares,boleto,11,15,1428.97,95.26466666666667,0.06666666666666667,2.8666666666666667,0.45055017182691326
2017,2,housewares,credit_card,54,62,12297.16,198.34129032258065,0.016129032258064516,3.8870967741935485,0.5152028874530202
2017,2,housewares,debit_card,2,3,250.37,83.45666666666666,0.0,4.666666666666667,0.31918797612286515
2017,2,housewares,voucher,1,1,230.99,230.99,0.0,5.0,0.1057443752991862
2017,2,industry_commerce_and_business,credit_card,1,1,134.94,134.94,0.0,5.0,0.13394957983193276
2017,2,kitchen_dining_laundry_garden_furniture,credit_card,2,2,178.32999999999998,89.16499999999999,0.0,4.0,0.3827859531772575
2017,2,luggage_accessories,credit_card,18,19,1992.52,104.86947368421052,0.0,4.2631578947368425,0.2731178761178884
2017,2,luggage_accessories,voucher,2,2,143.64,71.82,0.0,5.0,0.2847942754919499
2017,2,market_place,boleto,8,10,628.25,62.825,0.0,3.9,0.587476777850827
2017,2,market_place,credit_card,11,12,1494.25,124.52083333333333,0.0,3.9166666666666665,0.32106829942421616
2017,2,musical_instruments,boleto,2,2,1622.44,811.22,0.0,4.5,0.03289990837146644
2017,2,musical_instruments,credit_card,6,7,842.8100000000001,120.40142857142858,0.0,4.428571428571429,0.3675669555992968
2017,2,office_furniture,boleto,10,12,1838.8,153.23333333333332,0.0,4.583333333333333,0.16361884765723858
2017,2,office_furniture,credit_card,43,51,12061.2,236.49411764705883,0.0196078431372549,3.3529411764705883,0.21681206270189216
2017,2,perfumery,boleto,10,10,1156.85,115.68499999999999,0.0,4.1,0.42953974815381857
2017,2,perfumery,credit_card,38,40,7763.009999999999,194.07524999999998,0.05,4.275,0.1700124225078618
2017,2,perfumery,voucher,1,1,24.42,24.42,0.0,4.0,1.4666666666666666
2017,2,pet_shop,boleto,5,5,444.51,88.902,0.0,4.0,0.2245090334208045
2017,2,pet_shop,credit_card,31,34,4033.41,118.62970588235294,0.0,4.352941176470588,0.26939658538904115
2017,2,pet_shop,voucher,1,1,32.96,32.96,0.0,5.0,0.4981818181818182
2017,2,small_appliances,boleto,7,7,1692.4,241.77142857142857,0.0,4.714285714285714,0.32776813432878316
2017,2,small_appliances,credit_card,18,21,6329.85,301.4214285714286,0.047619047619047616,4.666666666666667,0.19282735133240717
2017,2,sports_leisure,boleto,30,34,3436.7200000000003,101.08000000000001,0.029411764705882353,4.264705882352941,0.3233760764171921
2017,2,sports_leisure,credit_card,103,116,15348.99,132.3188793103448,0.008620689655172414,4.129310344827586,0.2900109336323614
2017,2,sports_leisure,debit_card,2,2,211.15,105.575,0.0,4.0,0.20880505043121628
2017,2,sports_leisure,voucher,4,4,392.17,98.0425,0.0,3.5,0.36459593018391573
2017,2,stationery,boleto,3,3,505.33,168.44333333333333,0.0,4.666666666666667,0.13650205317352712
2017,2,stationery,credit_card,16,16,2140.7,133.79375,0.0625,4.5,0.20947356871253453
2017,2,tablets_printing_image,credit_card,8,8,940.52,117.565,0.0,4.25,0.1875252525252525
2017,2,telephony,boleto,30,32,2124.58,66.393125,0.0625,4.290322580645161,0.6548376645443896
2017,2,telephony,credit_card,67,76,6296.0,82.84210526315789,0.06578947368421052,4.04,0.635738863976793
