date_key,order_date,year,quarter,month,month_name,year_month,week_of_year,day,weekday_name
20171218,2017-12-18,2017,Q4,12,Dec,2017-12,51,18,Monday
20171219,2017-12-19,2017,Q4,12,Dec,2017-12,51,19,Tuesday
20171220,2017-12-20,2017,Q4,12,Dec,2017-12,51,20,Wednesday
20171221,2017-12-21,2017,Q4,12,Dec,2017-12,51,21,Thursday
20171222,2017-12-22,2017,Q4,12,Dec,2017-12,51,22,Friday
20171223,2017-12-23,2017,Q4,12,Dec,2017-12,51,23,Saturday
20171224,2017-12-24,2017,Q4,12,Dec,2017-12,51,24,Sunday
20171225,2017-12-25,2017,Q4,12,Dec,2017-12,52,25,Monday
20171226,2017-12-26,2017,Q4,12,Dec,2017-12,52,26,Tuesday
20171227,2017-12-27,2017,Q4,12,Dec,2017-12,52,27,Wednesday
20171228,2017-12-28,2017,Q4,12,Dec,2017-12,52,28,Thursday
20171229,2017-12-29,2017,Q4,12,Dec,2017-12,52,29,Friday
20171230,2017-12-30,2017,Q4,12,Dec,2017-12,52,30,Saturday
20171231,2017-12-31,2017,Q4,12,Dec,2017-12,52,31,Sunday
20180101,2018-01-01,2018,Q1,1,Jan,2018-01,1,1,Monday
20180102,2018-01-02,2018,Q1,1,Jan,2018-01,1,2,Tuesday
20180103,2018-01-03,2018,Q1,1,Jan,2018-01,1,3,Wednesday
20180104,2018-01-04,2018,Q1,1,Jan,2018-01,1,4,Thursday
20180105,2018-01-05,2018,Q1,1,Jan,2018-01,1,5,Friday
20180106,2018-01-06,2018,Q1,1,Jan,2018-01,1,6,Saturday
20180107,2018-01-07,2018,Q1,1,Jan,2018-01,1,7,Sunday
20180108,2018-01-08,2018,Q1,1,Jan,2018-01,2,8,Monday
20180109,2018-01-09,2018,Q1,1,Jan,2018-01,2,9,Tuesday
20180110,2018-01-10,2018,Q1,1,Jan,2018-01,2,10,Wednesday
20180111,2018-01-11,2018,Q1,1,Jan,2018-01,2,11,Thursday
20180112,2018-01-12,2018,Q1,1,Jan,2018-01,2,12,Friday
20180113,2018-01-13,2018,Q1,1,Jan,2018-01,2,13,Saturday
20180114,2018-01-14,2018,Q1,1,Jan,2018-01,2,14,Sunday
20180115,2018-01-15,2018,Q1,1,Jan,2018-01,3,15,Monday
20180116,2018-01-16,2018,Q1,1,Jan,2018-01,3,16,Tuesday
20180117,2018-01-17,2018,Q1,1,Jan,2018-01,3,17,Wednesday
20180118,2018-01-18,2018,Q1,1,Jan,2018-01,3,18,Thursday
20180119,2018-01-19,2018,Q1,1,Jan,2018-01,3,19,Friday
20180120,2018-01-20,2018,Q1,1,Jan,2018-01,3,20,Saturday
20180121,2018-01-21,2018,Q1,1,Jan,2018-01,3,21,Sunday
20180122,2018-01-22,2018,Q1,1,Jan,2018-01,4,22,Monday
20180123,2018-01-23,2018,Q1,1,Jan,2018-01,4,23,Tuesday
20180124,2018-01-24,2018,Q1,1,Jan,2018-01,4,24,Wednesday
20180125,2018-01-25,2018,Q1,1,Jan,2018-01,4,25,Thursday
20180126,2018-01-26,2018,Q1,1,Jan,2018-01,4,26,Friday
20180127,2018-01-27,2018,Q1,1,Jan,2018-01,4,27,Saturday
20180128,2018-01-28,2018,Q1,1,Jan,2018-01,4,28,Sunday
20180129,2018-01-29,2018,Q1,1,Jan,2018-01,5,29,Monday
20180130,2018-01-30,2018,Q1,1,Jan,2018-01,5,30,Tuesday
20180131,2018-01-31,2018,Q1,1,Jan,2018-01,5,31,Wednesday
20180201,2018-02-01,2018,Q1,2,Feb,2018-02,5,1,Thursday
20180202,2018-02-02,2018,Q1,2,Feb,2018-02,5,2,Friday
20180203,2018-02-03,2018,Q1,2,Feb,2018-02,5,3,Saturday
20180204,2018-02-04,2018,Q1,2,Feb,2018-02,5,4,Sunday
20180205,2018-02-05,2018,Q1,2,Feb,2018-02,6,5,Monday
20180206,2018-02-06,2018,Q1,2,Feb,2018-02,6,6,Tuesday
20180207,2018-02-07,2018,Q1,2,Feb,2018-02,6,7,Wednesday
20180208,2018-02-08,2018,Q1,2,Feb,2018-02,6,8,Thursday
20180209,2018-02-09,2018,Q1,2,Feb,2018-02,6,9,Friday
20180210,2018-02-10,2018,Q1,2,Feb,2018-02,6,10,Saturday
20180211,2018-02-11,2018,Q1,2,Feb,2018-02,6,11,Sunday
20180212,2018-02-12,2018,Q1,2,Feb,2018-02,7,12,Monday
20180213,2018-02-13,2018,Q1,2,Feb,2018-02,7,13,Tuesday
20180214,2018-02-14,2018,Q1,2,Feb,2018-02,7,14,Wednesday
20180215,2018-02-15,2018,Q1,2,Feb,2018-02,7,15,Thursday
20180216,2018-02-16,2018,Q1,2,Feb,2018-02,7,16,Friday
20180217,2018-02-17,2018,Q1,2,Feb,2018-02,7,17,Saturday
20180218,2018-02-18,2018,Q1,2,Feb,2018-02,7,18,Sunday
20180219,2018-02-19,2018,Q1,2,Feb,2018-02,8,19,Monday
20180220,2018-02-20,2018,Q1,2,Feb,2018-02,8,20,Tuesday
20180221,2018-02-21,2018,Q1,2,Feb,2018-02,8,21,Wednesday
20180222,2018-02-22,2018,Q1,2,Feb,2018-02,8,22,Thursday
20180223,2018-02-23,2018,Q1,2,Feb,2018-02,8,23,Friday
20180224,2018-02-24,2018,Q1,2,Feb,2018-02,8,24,Saturday
20180225,2018-02-25,2018,Q1,2,Feb,2018-02,8,25,Sunday
20180226,2018-02-26,2018,Q1,2,Feb,2018-02,9,26,Monday
20180227,2018-02-27,2018,Q1,2,Feb,2018-02,9,27,Tuesday
20180228,2018-02-28,2018,Q1,2,Feb,2018-02,9,28,Wednesday
20180301,2018-03-01,2018,Q1,3,Mar,2018-03,9,1,Thursday
20180302,2018-03-02,2018,Q1,3,Mar,2018-03,9,2,Friday
20180303,2018-03-03,2018,Q1,3,Mar,2018-03,9,3,Saturday
20180304,2018-03-04,2018,Q1,3,Mar,2018-03,9,4,Sunday
20180305,2018-03-05,2018,Q1,3,Mar,2018-03,10,5,Monday
20180306,2018-03-06,2018,Q1,3,Mar,2018-03,10,6,Tuesday
20180307,2018-03-07,2018,Q1,3,Mar,2018-03,10,7,Wednesday
20180308,2018-03-08,2018,Q1,3,Mar,2018-03,10,8,Thursday
20180309,2018-03-09,2018,Q1,3,Mar,2018-03,10,9,Friday
20180310,2018-03-10,2018,Q1,3,Mar,2018-03,10,10,Saturday
20180311,2018-03-11,2018,Q1,3,Mar,2018-03,10,11,Sunday
20180312,2018-03-12,2018,Q1,3,Mar,2018-03,11,12,Monday
20180313,2018-03-13,2018,Q1,3,Mar,2018-03,11,13,Tuesday
20180314,2018-03-14,2018,Q1,3,Mar,2018-03,11,14,Wednesday
20180315,2018-03-15,2018,Q1,3,Mar,2018-03,11,15,Thursday
20180316,2018-03-16,2018,Q1,3,Mar,2018-03,11,16,Friday
20180317,2018-03-17,2018,Q1,3,Mar,2018-03,11,17,Saturday
20180318,2018-03-18,2018,Q1,3,Mar,2018-03,11,18,Sunday
20180319,2018-03-19,2018,Q1,3,Mar,2018-03,12,19,Monday
20180320,2018-03-20,2018,Q1,3,Mar,2018-03,12,20,Tuesday
20180321,2018-03-21,2018,Q1,3,Mar,2018-03,12,21,Wednesday
20180322,2018-03-22,2018,Q1,3,Mar,2018-03,12,22,Thursday
20180323,2018-03-23,2018,Q1,3,Mar,2018-03,12,23,Friday
20180324,2018-03-24,2018,Q1,3,Mar,2018-03,12,24,Saturday
20180325,2018-03-25,2018,Q1,3,Mar,2018-03,12,25,Sunday
20180326,2018-03-26,2018,Q1,3,Mar,2018-03,13,26,Monday
20180327,2018-03-27,2018,Q1,3,Mar,2018-03,13,27,Tuesday
20180328,2018-03-28,2018,Q1,3,Mar,2018-03,13,28,Wednesday
20180329,2018-03-29,2018,Q1,3,Mar,2018-03,13,29,Thursday
20180330,2018-03-30,2018,Q1,3,Mar,2018-03,13,30,Friday
20180331,2018-03-31,2018,Q1,3,Mar,2018-03,13,31,Saturday
20180401,2018-04-01,2018,Q2,4,Apr,2018-04,13,1,Sunday
20180402,2018-04-02,2018,Q2,4,Apr,2018-04,14,2,Monday
20180403,2018-04-03,2018,Q2,4,Apr,2018-04,14,3,Tuesday
20180404,2018-04-04,2018,Q2,4,Apr,2018-04,14,4,Wednesday
20180405,2018-04-05,2018,Q2,4,Apr,2018-04,14,5,Thursday
20180406,2018-04-06,2018,Q2,4,Apr,2018-04,14,6,Friday
20180407,2018-04-07,2018,Q2,4,Apr,2018-04,14,7,Saturday
20180408,2018-04-08,2018,Q2,4,Apr,2018-04,14,8,Sunday
20180409,2018-04-09,2018,Q2,4,Apr,2018-04,15,9,Monday
20180410,2018-04-10,2018,Q2,4,Apr,2018-04,15,10,Tuesday
20180411,2018-04-11,2018,Q2,4,Apr,2018-04,15,11,Wednesday
20180412,2018-04-12,2018,Q2,4,Apr,2018-04,15,12,Thursday
20180413,2018-04-13,2018,Q2,4,Apr,2018-04,15,13,Friday
20180414,2018-04-14,2018,Q2,4,Apr,2018-04,15,14,Saturday
20180415,2018-04-15,2018,Q2,4,Apr,2018-04,15,15,Sunday
20180416,2018-04-16,2018,Q2,4,Apr,2018-04,16,16,Monday
20180417,2018-04-17,2018,Q2,4,Apr,2018-04,16,17,Tuesday
20180418,2018-04-18,2018,Q2,4,Apr,2018-04,16,18,Wednesday
20180419,2018-04-19,2018,Q2,4,Apr,2018-04,16,19,Thursday
20180420,2018-04-20,2018,Q2,4,Apr,2018-04,16,20,Friday
20180421,2018-04-21,2018,Q2,4,Apr,2018-04,16,21,Saturday
20180422,2018-04-22,2018,Q2,4,Apr,2018-04,16,22,Sunday
20180423,2018-04-23,2018,Q2,4,Apr,2018-04,17,23,Monday
20180424,2018-04-24,2018,Q2,4,Apr,2018-04,17,24,Tuesday
20180425,2018-04-25,2018,Q2,4,Apr,2018-04,17,25,Wednesday
20180426,2018-04-26,2018,Q2,4,Apr,2018-04,17,26,Thursday
20180427,2018-04-27,2018,Q2,4,Apr,2018-04,17,27,Friday
20180428,2018-04-28,2018,Q2,4,Apr,2018-04,17,28,Saturday
20180429,2018-04-29,2018,Q2,4,Apr,2018-04,17,29,Sunday
20180430,2018-04-30,2018,Q2,4,Apr,2018-04,18,30,Monday
20180501,2018-05-01,2018,Q2,5,May,2018-05,18,1,Tuesday
20180502,2018-05-02,2018,Q2,5,May,2018-05,18,2,Wednesday
20180503,2018-05-03,2018,Q2,5,May,2018-05,18,3,Thursday
20180504,2018-05-04,2018,Q2,5,May,2018-05,18,4,Friday
20180505,2018-05-05,2018,Q2,5,May,2018-05,18,5,Saturday
20180506,2018-05-06,2018,Q2,5,May,2018-05,18,6,Sunday
20180507,2018-05-07,2018,Q2,5,May,2018-05,19,7,Monday
20180508,2018-05-08,2018,Q2,5,May,2018-05,19,8,Tuesday
20180509,2018-05-09,2018,Q2,5,May,2018-05,19,9,Wednesday
20180510,2018-05-10,2018,Q2,5,May,2018-05,19,10,Thursday
20180511,2018-05-11,2018,Q2,5,May,2018-05,19,11,Friday
20180512,2018-05-12,2018,Q2,5,May,2018-05,19,12,Saturday
20180513,2018-05-13,2018,Q2,5,May,2018-05,19,13,Sunday
20180514,2018-05-14,2018,Q2,5,May,2018-05,20,14,Monday
20180515,2018-05-15,2018,Q2,5,May,2018-05,20,15,Tuesday
20180516,2018-05-16,2018,Q2,5,May,2018-05,20,16,Wednesday
20180517,2018-05-17,2018,Q2,5,May,2018-05,20,17,Thursday
20180518,2018-05-18,2018,Q2,5,May,2018-05,20,18,Friday
20180519,2018-05-19,2018,Q2,5,May,2018-05,20,19,Saturday
20180520,2018-05-20,2018,Q2,5,May,2018-05,20,20,Sunday
20180521,2018-05-21,2018,Q2,5,May,2018-05,21,21,Monday
20180522,2018-05-22,2018,Q2,5,May,2018-05,21,22,Tuesday
20180523,2018-05-23,2018,Q2,5,May,2018-05,21,23,Wednesday
20180524,2018-05-24,2018,Q2,5,May,2018-05,21,24,Thursday
20180525,2018-05-25,2018,Q2,5,May,2018-05,21,25,Friday
20180526,2018-05-26,2018,Q2,5,May,2018-05,21,26,Saturday
20180527,2018-05-27,2018,Q2,5,May,2018-05,21,27,Sunday
20180528,2018-05-28,2018,Q2,5,May,2018-05,22,28,Monday
20180529,2018-05-29,2018,Q2,5,May,2018-05,22,29,Tuesday
20180530,2018-05-30,2018,Q2,5,May,2018-05,22,30,Wednesday
20180531,2018-05-31,2018,Q2,5,May,2018-05,22,31,Thursday
20180601,2018-06-01,2018,Q2,6,Jun,2018-06,22,1,Friday
20180602,2018-06-02,2018,Q2,6,Jun,2018-06,22,2,Saturday
20180603,2018-06-03,2018,Q2,6,Jun,2018-06,22,3,Sunday
20180604,2018-06-04,2018,Q2,6,Jun,2018-06,23,4,Monday
20180605,2018-06-05,2018,Q2,6,Jun,2018-06,23,5,Tuesday
20180606,2018-06-06,2018,Q2,6,Jun,2018-06,23,6,Wednesday
20180607,2018-06-07,2018,Q2,6,Jun,2018-06,23,7,Thursday
20180608,2018-06-08,2018,Q2,6,Jun,2018-06,23,8,Friday
20180609,2018-06-09,2018,Q2,6,Jun,2018-06,23,9,Saturday
20180610,2018-06-10,2018,Q2,6,Jun,2018-06,23,10,Sunday
20180611,2018-06-11,2018,Q2,6,Jun,2018-06,24,11,Monday
20180612,2018-06-12,2018,Q2,6,Jun,2018-06,24,12,Tuesday
20180613,2018-06-13,2018,Q2,6,Jun,2018-06,24,13,Wednesday
20180614,2018-06-14,2018,Q2,6,Jun,2018-06,24,14,Thursday
20180615,2018-06-15,2018,Q2,6,Jun,2018-06,24,15,Friday
20180616,2018-06-16,2018,Q2,6,Jun,2018-06,24,16,Saturday
20180617,2018-06-17,2018,Q2,6,Jun,2018-06,24,17,Sunday
20180618,2018-06-18,2018,Q2,6,Jun,2018-06,25,18,Monday
20180619,2018-06-19,2018,Q2,6,Jun,2018-06,25,19,Tuesday
20180620,2018-06-20,2018,Q2,6,Jun,2018-06,25,20,Wednesday
20180621,2018-06-21,2018,Q2,6,Jun,2018-06,25,21,Thursday
20180622,2018-06-22,2018,Q2,6,Jun,2018-06,25,22,Friday
20180623,2018-06-23,2018,Q2,6,Jun,2018-06,25,23,Saturday
20180624,2018-06-24,2018,Q2,6,Jun,2018-06,25,24,Sunday
20180625,2018-06-25,2018,Q2,6,Jun,2018-06,26,25,Monday
20180626,2018-06-26,2018,Q2,6,Jun,2018-06,26,26,Tuesday
20180627,2018-06-27,2018,Q2,6,Jun,2018-06,26,27,Wednesday
20180628,2018-06-28,2018,Q2,6,Jun,2018-06,26,28,Thursday
20180629,2018-06-29,2018,Q2,6,Jun,2018-06,26,29,Friday
20180630,2018-06-30,2018,Q2,6,Jun,2018-06,26,30,Saturday
20180701,2018-07-01,2018,Q3,7,Jul,2018-07,26,1,Sunday
20180702,2018-07-02,2018,Q3,7,Jul,2018-07,27,2,Monday
20180703,2018-07-03,2018,Q3,7,Jul,2018-07,27,3,Tuesday
20180704,2018-07-04,2018,Q3,7,Jul,2018-07,27,4,Wednesday
20180705,2018-07-05,2018,Q3,7,Jul,2018-07,27,5,Thursday
20180706,2018-07-06,2018,Q3,7,Jul,2018-07,27,6,Friday
20180707,2018-07-07,2018,Q3,7,Jul,2018-07,27,7,Saturday
20180708,2018-07-08,2018,Q3,7,Jul,2018-07,27,8,Sunday
20180709,2018-07-09,2018,Q3,7,Jul,2018-07,28,9,Monday
20180710,2018-07-10,2018,Q3,7,Jul,2018-07,28,10,Tuesday
20180711,2018-07-11,2018,Q3,7,Jul,2018-07,28,11,Wednesday
20180712,2018-07-12,2018,Q3,7,Jul,2018-07,28,12,Thursday
20180713,2018-07-13,2018,Q3,7,Jul,2018-07,28,13,Friday
20180714,2018-07-14,2018,Q3,7,Jul,2018-07,28,14,Saturday
20180715,2018-07-15,2018,Q3,7,Jul,2018-07,28,15,Sunday
20180716,2018-07-16,2018,Q3,7,Jul,2018-07,29,16,Monday
20180717,2018-07-17,2018,Q3,7,Jul,2018-07,29,17,Tuesday
20180718,2018-07-18,2018,Q3,7,Jul,2018-07,29,18,Wednesday
20180719,2018-07-19,2018,Q3,7,Jul,2018-07,29,19,Thursday
20180720,2018-07-20,2018,Q3,7,Jul,2018-07,29,20,Friday
20180721,2018-07-21,2018,Q3,7,Jul,2018-07,29,21,Saturday
20180722,2018-07-22,2018,Q3,7,Jul,2018-07,29,22,Sunday
20180723,2018-07-23,2018,Q3,7,Jul,2018-07,30,23,Monday
20180724,2018-07-24,2018,Q3,7,Jul,2018-07,30,24,Tuesday
20180725,2018-07-25,2018,Q3,7,Jul,2018-07,30,25,Wednesday
20180726,2018-07-26,2018,Q3,7,Jul,2018-07,30,26,Thursday
20180727,2018-07-27,2018,Q3,7,Jul,2018-07,30,27,Friday
20180728,2018-07-28,2018,Q3,7,Jul,2018-07,30,28,Saturday
20180729,2018-07-29,2018,Q3,7,Jul,2018-07,30,29,Sunday
20180730,2018-07-30,2018,Q3,7,Jul,2018-07,31,30,Monday
20180731,2018-07-31,2018,Q3,7,Jul,2018-07,31,31,Tuesday
20180801,2018-08-01,2018,Q3,8,Aug,2018-08,31,1,Wednesday
20180802,2018-08-02,2018,Q3,8,Aug,2018-08,31,2,Thursday
20180803,2018-08-03,2018,Q3,8,Aug,2018-08,31,3,Friday
20180804,2018-08-04,2018,Q3,8,Aug,2018-08,31,4,Saturday
20180805,2018-08-05,2018,Q3,8,Aug,2018-08,31,5,Sunday
20180806,2018-08-06,2018,Q3,8,Aug,2018-08,32,6,Monday
20180807,2018-08-07,2018,Q3,8,Aug,2018-08,32,7,Tuesday
20180808,2018-08-08,2018,Q3,8,Aug,2018-08,32,8,Wednesday
20180809,2018-08-09,2018,Q3,8,Aug,2018-08,32,9,Thursday
20180810,2018-08-10,2018,Q3,8,Aug,2018-08,32,10,Friday
20180811,2018-08-11,2018,Q3,8,Aug,2018-08,32,11,Saturday
20180812,2018-08-12,2018,Q3,8,Aug,2018-08,32,12,Sunday
20180813,2018-08-13,2018,Q3,8,Aug,2018-08,33,13,Monday
20180814,2018-08-14,2018,Q3,8,Aug,2018-08,33,14,Tuesday
20180815,2018-08-15,2018,Q3,8,Aug,2018-08,33,15,Wednesday
20180816,2018-08-16,2018,Q3,8,Aug,2018-08,33,16,Thursday
20180817,2018-08-17,2018,Q3,8,Aug,2018-08,33,17,Friday
20180818,2018-08-18,2018,Q3,8,Aug,2018-08,33,18,Saturday
20180819,2018-08-19,2018,Q3,8,Aug,2018-08,33,19,Sunday
20180820,2018-08-20,2018,Q3,8,Aug,2018-08,34,20,Monday
20180821,2018-08-21,2018,Q3,8,Aug,2018-08,34,21,Tuesday
20180822,2018-08-22,2018,Q3,8,Aug,2018-08,34,22,Wednesday
20180823,2018-08-23,2018,Q3,8,Aug,2018-08,34,23,Thursday
20180824,2018-08-24,2018,Q3,8,Aug,2018-08,34,24,Friday
20180825,2018-08-25,2018,Q3,8,Aug,2018-08,34,25,Saturday
20180826,2018-08-26,2018,Q3,8,Aug,2018-08,34,26,Sunday
20180827,2018-08-27,2018,Q3,8,Aug,2018-08,35,27,Monday
20180828,2018-08-28,2018,Q3,8,Aug,2018-08,35,28,Tuesday
20180829,2018-08-29,2018,Q3,8,Aug,2018-08,35,29,Wednesday
20180903,2018-09-03,2018,Q3,9,Sep,2018-09,36,3,Monday
